retiring_code,span_index,flow,last_period,total_value_cad,official_layer,official_outcome,outcome,candidates_in,candidates_vetoed,candidates_left,top_candidate,top_score,runner_up_score,margin,top_same_content_words,meaning_overlap,top_vetoed_candidate,top_vetoed_reason,review_flag,review_flag_other_candidates,risk_tier,risk_reason,held_for_official_evidence
3003600000,1,imports,202508,786374.00,tariff_schedule,silent_no_effect,text_review,8,0,8,3003200000,0.7261,0.6795,0.0466,no,0.6471,,,,,4,the leader and the runner up are within 0.0466,no
3004399100,1,imports,199709,288996.00,none,silent_no_source,text_review,18,4,14,3004390085,0.6465,0.6465,0.0000,no,0.1667,,,,,4,the leader and the runner up are within 0.0000,no
3004401000,1,imports,199712,207577.00,none,silent_no_source,text_review,8,1,7,3004400080,0.6351,0.6184,0.0167,no,0.2500,,,,,4,the leader and the runner up are within 0.0167,no
3006809041,1,imports,200610,171.00,wco_correlation,correlated_no_candidate,text_review,4,0,4,3006809050,0.8235,0.8235,0.0000,no,0.3000,,,,,4,the leader and the runner up are within 0.0000,no
3004400090,1,imports,201612,584366588.00,cbsa_concordance,constrained,text_low,4,0,4,3004490090,0.3924,0.3145,0.0779,no,0.0417,,,,,5,"nothing scores above 0.50, so text settles nothing",no
3002900050,1,imports,202112,257772832.00,tariff_schedule,silent_no_effect,text_low,5,0,5,3002490010,0.4719,0.2885,0.1834,no,0.4286,,,,,5,"nothing scores above 0.50, so text settles nothing",no
3004390010,1,imports,201112,220635457.00,cbsa_concordance,constrained,text_low,3,0,3,3004390011,0.4737,0.2517,0.2220,no,0.0870,,,,,5,"nothing scores above 0.50, so text settles nothing",no
3006200090,1,imports,202112,159377979.00,wco_correlation,correlated_left_chapter,text_low,17,0,17,3006300010,0.4554,0.4250,0.0304,no,0.0000,,,,,5,"nothing scores above 0.50, so text settles nothing",no
3003400000,1,imports,201612,112415829.00,cbsa_concordance,constrained,text_low,4,0,4,3003490000,0.3529,0.2876,0.0653,no,0.0909,,,,,5,"nothing scores above 0.50, so text settles nothing",no
3006200020,1,imports,202112,101885670.00,wco_correlation,correlated_left_chapter,text_low,17,0,17,3006300010,0.3953,0.3932,0.0021,no,0.0000,,,,,5,"nothing scores above 0.50, so text settles nothing",no
3001100090,1,imports,200612,6809180.00,wco_correlation,narrowed,text_low,3,0,3,3001900090,0.3699,0.3151,0.0548,no,0.1538,,,,,5,"nothing scores above 0.50, so text settles nothing",no
3001100010,1,imports,200612,4534592.00,wco_correlation,narrowed,text_low,3,0,3,3001900090,0.4242,0.3333,0.0909,no,0.2500,,,,,5,"nothing scores above 0.50, so text settles nothing",no
3002110000,1,imports,202112,3361952.00,wco_correlation,correlated_left_chapter,text_low,22,2,20,3002120029,0.4000,0.3871,0.0129,no,0.0000,,,,,5,"nothing scores above 0.50, so text settles nothing",no
3006801100,1,imports,200612,177848.00,wco_correlation,forced,text_low,1,0,1,3006920000,0.2667,0.0000,0.2667,no,0.0667,,,,,5,"nothing scores above 0.50, so text settles nothing",no
3006801900,1,imports,200612,168927.00,wco_correlation,forced,text_low,1,0,1,3006920000,0.3564,0.0000,0.3564,no,0.0714,,,,,5,"nothing scores above 0.50, so text settles nothing",no
3003399100,1,imports,199707,10184.00,none,silent_no_source,text_low,5,1,4,3003390090,0.4507,0.3824,0.0683,no,0.2500,,,,,5,"nothing scores above 0.50, so text settles nothing",no
3002100090,1,imports,201612,7588057599.00,cbsa_concordance,constrained,text_review,5,0,5,3002190000,0.6879,0.4076,0.2803,no,0.2308,,,,,6,"scores 0.6879 between the 0.50 and 0.85 gates while sharing 0.2308 of its meaning words, and no rule fired on it",no
3004900035,1,imports,201712,6760065602.00,tariff_schedule,silent_no_effect,text_high,27,1,26,3004900026,1.0000,0.9375,0.0625,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004900032,1,imports,201712,6525417842.00,tariff_schedule,silent_no_effect,text_high,27,1,26,3004900023,1.0000,0.7821,0.2179,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004900039,1,imports,201712,3792547257.00,tariff_schedule,silent_no_effect,text_high,27,1,26,3004900029,1.0000,0.9375,0.0625,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004900033,1,imports,201712,2694917989.00,tariff_schedule,silent_no_effect,text_high,27,1,26,3004900024,1.0000,0.9091,0.0909,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004900031,1,imports,201712,2089844029.00,tariff_schedule,silent_no_effect,text_high,27,1,26,3004900022,1.0000,0.9474,0.0526,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004909989,1,imports,199712,1883788320.00,none,silent_no_source,text_high,38,11,27,3004900079,1.0000,0.7887,0.2113,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004909930,1,imports,199712,1142787624.00,none,silent_no_source,text_high,38,11,27,3004900050,1.0000,0.8571,0.1429,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002100030,1,imports,201612,1100455460.00,cbsa_concordance,constrained,text_review,3,0,3,3002120019,0.6609,0.4228,0.2381,no,0.6667,,,,,6,"scores 0.6609 between the 0.50 and 0.85 gates while sharing 0.6667 of its meaning words, and no rule fired on it",no
3002300090,1,imports,202112,925135646.00,wco_correlation,narrowed,text_high,2,0,2,3002420090,1.0000,0.2991,0.7009,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002900099,1,imports,201612,685125802.00,cbsa_concordance,constrained,text_review,2,0,2,3002900090,0.7875,0.4231,0.3644,no,0.6154,,,,,6,"scores 0.7875 between the 0.50 and 0.85 gates while sharing 0.6154 of its meaning words, and no rule fired on it",no
3004909929,1,imports,199712,665980987.00,none,silent_no_source,text_high,38,11,27,3004900049,1.0000,0.8515,0.1485,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004900036,1,imports,201712,627338348.00,tariff_schedule,silent_no_effect,text_high,27,1,26,3004900027,1.0000,0.8846,0.1154,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004909949,1,imports,199712,526326356.00,none,silent_no_source,text_high,38,11,27,3004900069,1.0000,0.8515,0.1485,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004909919,1,imports,199712,492424909.00,none,silent_no_source,text_high,38,11,27,3004900039,1.0000,0.9444,0.0556,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004900034,1,imports,201712,457653908.00,tariff_schedule,silent_no_effect,text_high,27,1,26,3004900025,1.0000,0.9211,0.0789,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004909912,1,imports,199712,405662933.00,none,silent_no_source,text_high,38,11,27,3004900032,1.0000,0.7200,0.2800,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004909999,1,imports,199712,393958224.00,none,silent_no_source,text_high,38,32,6,3004900089,1.0000,0.7619,0.2381,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3002101029,1,imports,199712,377806210.00,none,silent_no_source,text_high,13,5,8,3002100029,1.0000,0.7612,0.2388,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004909913,1,imports,199712,369413385.00,none,silent_no_source,text_high,38,11,27,3004900033,1.0000,0.8333,0.1667,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004909960,1,imports,199712,367961271.00,none,silent_no_source,text_high,38,11,27,3004900072,1.0000,0.8444,0.1556,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004399950,1,imports,199712,313061021.00,none,silent_no_source,text_high,11,5,6,3004390085,1.0000,0.7356,0.2644,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004909921,1,imports,199712,270583468.00,none,silent_no_source,text_high,38,11,27,3004900041,1.0000,0.7525,0.2475,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004311000,1,imports,199712,266955474.00,none,silent_no_source,text_high,3,1,2,3004310010,1.0000,0.4364,0.5636,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3003909990,1,imports,199712,229173341.00,none,silent_no_source,text_high,6,2,4,3003900099,1.0000,0.6154,0.3846,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004909911,1,imports,199712,226805033.00,none,silent_no_source,text_high,38,11,27,3004900031,1.0000,0.8788,0.1212,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3006301000,1,imports,199712,207390256.00,none,silent_no_source,text_high,3,0,3,3006300010,1.0000,0.2917,0.7083,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004329019,1,imports,199712,195552129.00,none,silent_no_source,text_high,9,6,3,3004320089,1.0000,0.7473,0.2527,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004409090,1,imports,199712,172848913.00,none,silent_no_source,text_high,7,0,7,3004400090,1.0000,0.9178,0.0822,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004909979,1,imports,199712,171116815.00,none,silent_no_source,text_high,38,11,27,3004900074,1.0000,0.6405,0.3595,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3006201000,1,imports,199712,140148071.00,none,silent_no_source,text_high,4,1,3,3006200010,1.0000,0.8211,0.1789,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004399930,1,imports,199712,125015221.00,none,silent_no_source,text_high,11,5,6,3004390083,1.0000,0.8182,0.1818,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004509949,1,imports,199712,121058460.00,none,silent_no_source,text_high,16,8,8,3004500069,1.0000,0.8308,0.1692,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004909915,1,imports,199712,116976986.00,none,silent_no_source,text_high,38,11,27,3004900035,1.0000,0.9444,0.0556,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3005903000,1,imports,199712,102059460.00,none,silent_no_source,text_high,7,0,7,3005900030,1.0000,0.6619,0.3381,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002101010,1,imports,199712,101722161.00,none,silent_no_source,text_high,13,8,5,3002100010,1.0000,0.8696,0.1304,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004909971,1,imports,199712,97818164.00,none,silent_no_source,text_high,38,11,27,3004900073,0.9691,0.7500,0.2191,no,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3005109100,1,imports,199712,85056257.00,none,silent_no_source,text_high,3,0,3,3005100091,1.0000,0.4000,0.6000,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3006409000,1,imports,199712,83063425.00,none,silent_no_source,text_high,4,0,4,3006400090,1.0000,0.4043,0.5957,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3006401010,1,imports,199712,82885877.00,none,silent_no_source,text_high,4,0,4,3006400010,1.0000,0.4000,0.6000,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002101021,1,imports,199712,80754016.00,none,silent_no_source,text_high,13,3,10,3002100021,1.0000,0.7840,0.2160,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004909982,1,imports,199712,73229634.00,none,silent_no_source,text_high,38,11,27,3004900076,1.0000,0.6144,0.3856,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004509919,1,imports,199712,70973832.00,none,silent_no_source,text_high,16,7,9,3004500039,1.0000,0.8471,0.1529,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3002101090,1,imports,199712,70111731.00,none,silent_no_source,text_high,13,4,9,3002100030,1.0000,0.8696,0.1304,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004909922,1,imports,199712,69723767.00,none,silent_no_source,text_high,38,11,27,3004900042,1.0000,0.8615,0.1385,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3002909090,1,imports,199712,69506433.00,none,silent_no_source,text_high,15,5,10,3002900099,1.0000,0.3902,0.6098,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004909923,1,imports,199712,67925751.00,none,silent_no_source,text_high,38,11,27,3004900043,1.0000,0.8788,0.1212,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004901020,1,imports,199712,64569831.00,none,silent_no_source,text_high,38,9,29,3004900012,1.0000,0.4658,0.5342,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3005101000,1,imports,199712,64532479.00,none,silent_no_source,text_high,3,0,3,3005100010,1.0000,0.5714,0.4286,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004909914,1,imports,199712,61924264.00,none,silent_no_source,text_high,38,11,27,3004900034,1.0000,0.8444,0.1556,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004509930,2,imports,199712,55679911.00,none,silent_no_source,text_high,16,9,7,3004500050,1.0000,0.6923,0.3077,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3006309900,1,imports,199712,53976365.00,none,silent_no_source,text_high,3,0,3,3006300090,1.0000,0.4655,0.5345,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3005909200,1,imports,199712,46712311.00,none,silent_no_source,text_high,7,1,6,3005900050,1.0000,0.6792,0.3208,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004409050,1,imports,199712,41902526.00,none,silent_no_source,text_high,7,0,7,3004400040,1.0000,0.8750,0.1250,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004909981,1,imports,199712,41243804.00,none,silent_no_source,text_high,38,11,27,3004900075,1.0000,0.8358,0.1642,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3003399900,1,imports,199712,41099945.00,none,silent_no_source,text_high,3,1,2,3003390090,0.9524,0.2857,0.6667,no,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002102190,1,imports,199712,40116460.00,none,silent_no_source,text_high,13,5,8,3002100049,1.0000,0.8378,0.1622,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004399960,1,imports,199712,39767037.00,none,silent_no_source,text_high,11,9,2,3004390090,1.0000,0.3925,0.6075,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3005902000,1,imports,199712,35108734.00,none,silent_no_source,text_high,7,0,7,3005900020,1.0000,0.6619,0.3381,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002102120,1,imports,199712,34907173.00,none,silent_no_source,text_high,13,5,8,3002100042,1.0000,0.8378,0.1622,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002301000,1,imports,199712,33376350.00,none,silent_no_source,text_high,2,0,2,3002300010,1.0000,0.2330,0.7670,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002909010,1,imports,199712,30779871.00,none,silent_no_source,text_high,13,5,8,3002900091,1.0000,0.4179,0.5821,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004399940,1,imports,199711,29990842.00,none,silent_no_source,text_high,17,6,11,3004390084,1.0000,0.8182,0.1818,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004501000,1,imports,199712,29913272.00,none,silent_no_source,text_high,16,6,10,3004500010,1.0000,0.4505,0.5495,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002309000,1,imports,199712,29624986.00,none,silent_no_source,text_high,2,0,2,3002300090,1.0000,0.2136,0.7864,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004391000,1,imports,199712,28343955.00,none,silent_no_source,text_high,11,4,7,3004390010,1.0000,0.5000,0.5000,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
