retiring_code,span_index,flow,last_period,total_value_cad,official_layer,official_outcome,outcome,candidates_in,candidates_vetoed,candidates_left,top_candidate,top_score,runner_up_score,margin,top_same_content_words,meaning_overlap,top_vetoed_candidate,top_vetoed_reason,review_flag,review_flag_other_candidates,risk_tier,risk_reason,held_for_official_evidence
30021100,1,exports,202111,450273.00,wco_correlation,correlated_left_chapter,text_low,14,0,14,30029090,0.3519,0.3019,0.0500,no,0.0667,,,,,5,"nothing scores above 0.50, so text settles nothing",no
30049000,1,exports,201712,67033315697.00,constraint_set,bounded_needs_ruling,text_review,1,0,1,30046000,0.5660,0.0000,0.5660,no,0.5556,,,,,6,"scores 0.5660 between the 0.50 and 0.85 gates while sharing 0.5556 of its meaning words, and no rule fired on it",no
30022000,1,exports,202112,11112477974.00,wco_correlation,forced,text_high,1,0,1,30024100,1.0000,0.0000,1.0000,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
30023090,1,exports,201612,230488314.00,tariff_schedule,silent_no_effect,text_review,1,0,1,30023000,0.7797,0.0000,0.7797,no,0.5000,,,,,6,"scores 0.7797 between the 0.50 and 0.85 gates while sharing 0.5000 of its meaning words, and no rule fired on it",no
30023000,1,exports,202112,90821585.00,wco_correlation,forced,text_high,1,0,1,30024200,1.0000,0.0000,1.0000,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
30029000,1,exports,199612,87070203.00,none,silent_no_source,text_high,3,0,3,30029090,1.0000,0.1250,0.8750,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
30023900,1,exports,199512,40239940.00,none,silent_no_source,text_high,20,15,5,30023090,1.0000,0.5750,0.4250,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
30068000,1,exports,200612,4595187.00,wco_correlation,forced,text_high,1,0,1,30069200,0.9130,0.0000,0.9130,no,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
30043210,1,exports,198812,3924008.00,none,silent_no_source,text_review,1,0,1,30043200,0.6306,0.0000,0.6306,no,0.5000,,,,,6,"scores 0.6306 between the 0.50 and 0.85 gates while sharing 0.5000 of its meaning words, and no rule fired on it",no
30033100,2,exports,202505,1208878.00,tariff_schedule,silent_no_effect,text_review,5,0,5,30032000,0.6879,0.6154,0.0725,no,0.6111,,,,,6,"scores 0.6879 between the 0.50 and 0.85 gates while sharing 0.6111 of its meaning words, and no rule fired on it",no
30045020,1,exports,198812,1105557.00,none,silent_no_source,text_review,1,0,1,30045000,0.8081,0.0000,0.8081,no,0.6667,,,,,6,"scores 0.8081 between the 0.50 and 0.85 gates while sharing 0.6667 of its meaning words, and no rule fired on it",no
30023100,1,exports,199512,962870.00,none,silent_no_source,text_high,20,15,5,30023010,1.0000,0.5750,0.4250,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
30021900,1,exports,202112,7464863.00,tariff_schedule,silent_no_effect,text_review,11,0,11,30021200,0.7355,0.5000,0.2355,no,0.3636,,,,,6,"scores 0.7355 between the 0.50 and 0.85 gates while sharing 0.3636 of its meaning words, and no rule fired on it",yes
